cities,population
Fresselines,1940018
Fressenneville,2363349
Fressies,433128
Fressin,1929363
Fressines,1094953
Fresville,2250925
Fréterive,1993253
Fréteval,2155906
Fréthun,1629140
Fretigney-et-Velloreille,360102
Frétigny,1476962
Fretin,2369754
Frétoy,579982
Frétoy-le-Château,2781874
Frettecuisse,397972
Frettemeule,160622
Fretterans,1468703
Freulleville,2051551
Frévent,444374
Fréville,311804
Fréville,16506
Fréville-du-Gâtinais,258602
Frévillers,131284
Frévin-Capelle,808518
Freybouse,2095021
Freycenet-la-Cuche,2556333
Freycenet-la-Tour,896064
Freychenet,442825
Freyming-Merlebach,2237324
Freyssenet,1201542
Friaize,411343
Friardel,210095
Friaucourt,1370707
Friauville,457068
Fribourg,857253
Fricamps,2797889
Frichemesnil,2352784
Fricourt,2430636
Fridefont,2083385
Friedolsheim,2080969
Frières-Faillouël,2088937
Friesen,270012
Friesenheim,585364
Frignicourt,1768984
Frise,2401351
Friville-Escarbotin,13852
Frizon,2202443
Froberville,802053
Frocourt,82463
Frœningen,938713
Frœschwiller,2365487
Froges,2549426
Frohen-sur-Authie,1577568
Frohmuhl,2735302
Froideconche,2228886
Froidefontaine,2411023
Froidestrées,749056
Froideterre,2708130
Froidevaux,2433901
Froideville,1335391
Froidfond,296296
Froidmont-Cohartille,1128780
Froidos,950800
Froissy,2229031
Frolois,23230
Frôlois,2575477
Fromelennes,229590
Fromelles,1948004
Fromental,2018299
Fromentières,724791
Fromentières,2463202
Fromeréville-les-Vallons,965162
Fromezey,2427933
Fromont,1661510
Fromy,2283001
Froncles,714867
Fronsac,1794524
Fronsac,483193
Frontenac,2523927
Frontenac,431280
Frontenard,1014267
Frontenas,131457
Frontenaud,1706616
Frontenay,165341
Frontenay-Rohan-Rohan,1893504
Frontenex,1592128
Frontignan,753422
Frontignan-de-Comminges,94084
Frontignan-Savès,1591582
Fronton,1755328
Frontonas,1011432
Fronville,147347
Frossay,571600
Frotey-lès-Lure,2167830
Frotey-lès-Vesoul,251461
Frouard,222640
Frouville,1575112
Frouzins,664487
Froville,313546
Froyelles,1862713
Frozes,145784
Frucourt,2700632
Frugerès-les-Mines,499808
Fruges,475827
Frugières-le-Pin,158248
Fruncé,1859768
Fry,652312
Fuans,392486
Fublaines,1647281
Fuilla,2035685
Fuissé,2754076
Fuligny,2322147
Fulleren,1662281
Fultot,704529
Fulvy,2054639
Fumay,396894
Fumel,2071448
Fumichon,2501800
Furchhausen,672110
Furdenheim,2324035
Furiani,840287
Furmeyer,45645
Fussey,1723637
Fussy,1766580
Fustérouau,2024952
Fustignac,34572
Futeau,2681295
Fuveau,890883
Fyé,1637373
Gaas,38437
Gabarnac,2712278
Gabarret,1791884
Gabaston,296583
Gabat,954160
Gabian,2233639
Gabillou,1860941
Gabre,809907
Gabriac,2568091
Gabriac,592955
Gabrias,2274228
Gacé,133245
Gâcogne,104296
Gadancourt,855803
Gadencourt,2191333
Gaël,1078747
Gageac-et-Rouillac,2714310
Gagnac-sur-Cère,747692
Gagnac-sur-Garonne,2154135
Gagnières,10669
Gagny,2277433
Gahard,2459571
Gailhan,2642169
Gaillac,195054
Gaillac-d'Aveyron,2009182
Gaillac-Toulza,1279751
Gaillagos,1074130
Gaillan-en-Médoc,2065847
Gaillard,1614796
Gaillardbois-Cressenville,2774483
Gaillefontaine,511067
Gaillères,2142276
Gaillon,568423
Gaillon-sur-Montcient,1146862
Gainneville,2767503
Gaja-et-Villedieu,1192980
Gaja-la-Selve,2666256
Gajac,2484029
Gajan,659663
Gajan,1419889
Gajoubert,2050625
Galametz,2293100
Galan,1085490
Galapian,2172383
Galargues,741998
Galéria,807370
Galey,381921
Galez,1177332
Galfingue,1463920
Galgan,661068
Galgon,1968759
Galiax,2287460
Galié,72006
Galinagues,32105
Gallardon,2375619
Gallargues-le-Montueux,284244
Galluis,2046369
Gamaches,833086
Gamaches-en-Vexin,2109197
Gamarde-les-Bains,1003231
Gamarthe,254906
Gambais,1319779
Gambaiseuil,888158
Gambsheim,2456554
Gan,1830582
Ganac,191631
Ganagobie,399421
Gancourt-Saint-Étienne,2298552
Gandelain,1322344
Gandelu,815657
Gandrange,1922314
Ganges,2220427
Gannat,2192013
Gannay-sur-Loire,1731041
Gannes,2608582
Gans,877280
Ganties,2717934
Ganzeville,2645909
Gap,886789
Gapennes,2014143
Gâprée,2395899
Garac,2253409
Garancières,1703601
Garancières-en-Beauce,302932
Garancières-en-Drouais,1882995
Garanou,496098
Garat,1100000
Garcelles-Secqueville,1450773
Garches,1753467
Garchizy,462624
Garchy,2687021
Gardanne,97711
Gardefort,2695886
Gardegan-et-Tourtirac,649841
Gardères,1999563
Gardes-le-Pontaroux,1891364
Gardie,2019642
Gardonne,2684218
Gardouch,1932273
Garein,879127
Garencières,931724
Garennes-sur-Eure,489678
Garentreville,1492803
Garéoult,1002190
Garganvillar,1806936
Gargas,1716566
Gargas,2668793
Gargenville,2055214
Garges-lès-Gonesse,1684137
Gargilesse-Dampierre,968867
Garidech,2537864
Gariès,707784
Garigny,2632063
Garin,686634
Garindein,922494
Garlan,1099503
Garlède-Mondebat,1836182
Garlin,495610
Garnat-sur-Engièvre,730910
Garnay,215893
Garnerans,2078786
Garons,2307182
Garos,971809
Garravet,755850
Garrebourg,1678244
Garrevaques,2669222
Garrey,558456
Garrigues,2372503
Garrigues,1342949
Garrigues-Sainte-Eulalie,1250164
Garris,1138347
Garrosse,1118005
Gars,2787750
Gartempe,1441103
Gas,487307
Gasny,1048912
Gasques,2069868
Gassin,1910003
Gastes,211589
Gastines,2250725
Gastins,1613439
Gasville-Oisème,1894153
Gatey,1168086
Gathemo,2604628
Gatteville-le-Phare,815057
Gattières,791024
Gatuzières,1308686
Gaubertin,2319933
Gauchin-Légal,560101
Gauchin-Verloingt,2007207
Gauchy,1094230
Gauciel,1088275
Gaudechart,1976247
Gaudent,2298688
Gaudiempré,14302
Gaudiès,1944500
Gaudonville,615553
Gaudreville-la-Rivière,980408
Gaugeac,2229818
Gaujac,2301236
Gaujac,2220196
Gaujac,2505432
Gaujacq,1166843
Gaujan,2187332
Gauré,2492529
Gauriac,1477046
Gauriaguet,2192958
Gaussan,781285
Gausson,936127
Gauville,1526064
Gauville,1075877
Gauville-la-Campagne,2591908
Gavarnie,2319789
Gavarret-sur-Aulouste,89518
Gavaudun,173896
Gavignano,1935651
Gavisse,2642886
Gavray,803487
Gavrelle,1139465
Gâvres,720788
Gavrus,1061434
Gayan,1141341
Gaye,571875
Gayon,895244
Gazaupouy,2759737
Gazave,1759073
Gazax-et-Baccarisse,201217
Gazeran,1854718
Gazost,2334860
Geaune,435062
Geay,1839017
Geay,121962
Gèdre,337407
Gée,1509647
Gée-Rivière,403035
Geffosses,1089609
Géfosse-Fontenay,1334960
Gehée,1240248
Geishouse,418013
Geispitzen,479703
Geispolsheim,956545
Geiswasser,613485
Geiswiller,120557
Gélacourt,1581659
Gélannes,1966757
Gélaucourt,2344398
Gellainville,2037356
Gellenoncourt,2231198
Gelles,2231322
Gellin,753367
Gelos,815151
Geloux,717630
Gelucourt,27879
Gelvécourt-et-Adompt,190249
Gémages,852373
Gemaingoutte,1019388
Gembrie,1975470
Gemeaux,2060441
Gémenos,2037794
Gémigny,2290187
Gémil,2445848
Gemmelaincourt,1047691
Gémonval,1227772
Gémonville,2120694
Gémozac,465120
Genac,2028421
Genainville,1229958
Genas,1305419
Génat,1777476
Genay,1852124
Genay,1081236
Gençay,1183274
Gendreville,975360
Gendrey,1764045
Gené,2091269
Génébrières,1326451
Genech,2034415
Génelard,1652909
Générac,2741035
Générac,187216
Générargues,2022047
Générest,1166654
Generville,739889
Geneslay,1727524
Genestelle,1377288
Geneston,247573
Genêts,2244768
Geneuille,597990
Genevreuille,2467766
Genevrey,1509861
Genevrières,828597
Geney,201849
Génicourt,1373063
Génicourt-sur-Meuse,171224
Genilac,1825155
Genillé,2389128
Génis,1927123
Génissac,1820507
Génissieux,2347278
Genlis,2587421
Gennes,639476
Gennes,1021904
Gennes-Ivergny,1185551
Gennes-sur-Glaize,31571
Gennes-sur-Seiche,1987168
Genneteil,1755949
Gennetines,1285748
Genneton,1128173
Genneville,2546684
Gennevilliers,739785
Genod,1493198
Génolhac,1592749
Génos,2266622
Génos,1823717
Genouillac,1679346
Genouillac,1729522
Genouillé,169114
Genouillé,2301553
Genouilleux,2274192
Genouilly,1726358
Genouilly,1372414
Gensac,2347092
Gensac,1943937
Gensac,1519106
Gensac-de-Boulogne,2655634
Gensac-la-Pallue,1442452
Gensac-sur-Garonne,1316209
Genté,170769
Gentelles,2598604
Gentilly,2672471
Gentioux-Pigerolles,374701
Genvry,1818538
Georfans,2629346
Géovreisset,2327448
Géovreissiat,1639134
Ger,1320001
Ger,1152486
Ger,1351979
Geraise,1193691
Gérardmer,1153297
Géraudot,1782092
Gerbaix,2542847
Gerbamont,997848
Gerbécourt,1366517
Gerbécourt-et-Haplemont,2238464
Gerbépal,1467732
Gerberoy,873623
Gerbéviller,271197
Gercourt-et-Drillancourt,1168699
Gercy,1812166
Gerde,2549429
Gerderest,1539538
Gère-Bélesten,653122
Gergny,816514
Gergueil,674997
Gergy,1747566
Gerland,2069689
Germ,2491098
Germagnat,219353
Germagny,1435012
Germaine,209268
Germaine,894286
Germaines,375254
Germainville,2521835
Germainvilliers,1719017
Germay,817204
Germéfontaine,906235
Germenay,2075130
Germignac,14948
Germigney,2565154
Germigney,1667916
Germignonville,141804
Germigny,484575
Germigny,2602073
Germigny-des-Prés,1618521
Germigny-l'Évêque,638296
Germigny-l'Exempt,478617
Germigny-sous-Coulombs,1964613
Germigny-sur-Loire,152535
Germinon,211631
Germiny,1292177
Germisay,1758220
Germolles-sur-Grosne,86053
Germond-Rouvre,1400630
Germondans,2315765
Germont,396942
Germonville,839530
Germs-sur-l'Oussouet,1606903
Gernelle,509086
Gernicourt,3297
Géronce,2733422
Gerponville,2506240
Gerrots,552095
Gerstheim,2233592
Gertwiller,1680979
Geruge,1570716
Gervans,624659
Gerville,1906030
Géry,1779009
Gerzat,2765189
Gesnes,105017
Gesnes-en-Argonne,737861
Gesnes-le-Gandelin,497603
Gespunsart,1655638
Gestas,1902067
Gesté,1927642
Gestel,2002237
Gestiès,2373661
Gesvres,2783989
Gesvres-le-Chapitre,2018094
Gétigné,702404
Geu,2462723
Geudertheim,1885743
Géus-d'Arzacq,407709
Geüs-d'Oloron,803077
Gévezé,751282
Gevigney-et-Mercey,2061081
Geville,2701327
Gevingey,1285957
Gevresin,762627
Gevrey-Chambertin,486163
Gevrolles,226154
Gevry,1370338
Gex,1040306
Geyssans,1795982
Gez,1861039
Gez-ez-Angles,726678
Gézaincourt,2682552
Gézier-et-Fontenelay,1004297
Gézoncourt,1306557
Ghisonaccia,2339395
Ghisoni,1905196
Ghissignies,1098299
Ghyvelde,406113
Giat,661543
Gibeaumeix,15607
Gibel,1982115
Gibercourt,2038755
Giberville,2441194
Gibles,2517156
Gibourne,880630
Gibret,1178247
Gidy,1418413
Giel-Courteilles,2665750
Gien,153397
Gien-sur-Cure,999971
Gières,1799138
Giéville,1583501
Gièvres,610038
Giey-sur-Aujon,509107
Giez,1714496
Gif-sur-Yvette,1082266
Giffaumont-Champaubert,1380400
Gigean,655209
Gignac,2234992
Gignac,2231726
Gignac,1856106
Gignac-la-Nerthe,1158684
Gignat,1539720
Gignéville,2157518
Gigney,988450
Gigny,2472465
Gigny,2694855
Gigny-Bussy,324921
Gigny-sur-Saône,1126643
Gigondas,989576
Gigors,1088240
Gigors-et-Lozeron,283375
Gigouzac,753714
Gijounet,2378730
Gildwiller,1667944
Gilette,1890394
Gilhac-et-Bruzac,2637298
Gilhoc-sur-Ormèze,2583768
Gillancourt,846613
Gillaumé,1350680
Gilles,2736569
Gilley,663922
Gilley,1837571
Gillois,1917326
Gillonnay,361674
Gilly-lès-Cîteaux,1027010
Gilly-sur-Isère,1140374
Gilly-sur-Loire,304915
Gilocourt,1962929
Gimat,263732
Gimbrède,1061257
Gimeaux,679754
Gimécourt,34852
Gimel-les-Cascades,659127
Gimeux,1112020
Gimont,2551644
Gimouille,450028
Ginai,1292318
Ginals,31675
Ginasservis,1761383
Ginchy,1231338
Gincla,1029331
Gincrey,2552489
Gindou,709713
Ginestas,2665814
Ginestet,2255131
Gingsheim,2339281
Ginoles,1167696
Ginouillac,2711122
Gintrac,486569
Giocatojo,2472565
Gionges,1428379
Giou-de-Mamou,1291199
Gioux,114837
Gipcy,1617034
Girac,1216819
Girancourt,1797110
Giraumont,1991652
Giraumont,1653894
Girauvoisin,1327356
Gircourt-lès-Viéville,2682621
Girecourt-sur-Durbion,164096
Girefontaine,1349297
Giremoutiers,1461275
Girgols,1132084
Giriviller,258877
Girmont,2184093
Girmont-Val-d'Ajol,1585834
Girolles,1801785
Girolles,709674
Giromagny,1145560
Giron,318925
Gironcourt-sur-Vraine,668985
Gironde-sur-Dropt,2666044
Girondelle,487940
Gironville,292197
Gironville-sur-Essonne,2605384
Giroussens,1420395
Giroux,601167
Giry,1398794
Gisay-la-Coudre,2327970
Giscaro,494666
Giscos,1935096
Gisors,2711776
Gissac,733801
Gissey-le-Vieil,1948447
Gissey-sous-Flavigny,540118
Gissey-sur-Ouche,1108908
Gisy-les-Nobles,611092
Giuncaggio,1278112
Giuncheto,1893083
Givardon,652455
Givarlais,2427411
Givenchy-en-Gohelle,274452
Givenchy-le-Noble,2263834
Givenchy-lès-la-Bassée,1039945
Giverny,1742467
Giverville,974567
Givet,2287393
Givonne,1195847
Givors,1289676
Givraines,2125915
Givrand,1244304
Givrauval,2708055
Givrezac,1433669
Givron,881733
Givry,413307
Givry,1847225
Givry,1892590
Givry-en-Argonne,1817650
Givry-lès-Loisy,2410489
Givrycourt,1276531
Gizaucourt,167904
Gizay,2585504
Gizeux,1547664
Gizia,1660622
Gizy,1882679
Glageon,2458903
Glaignes,1892213
Glaine-Montaigut,2783614
Glaire,594694
Glamondans,1112865
Gland,2723372
Gland,904727
Glandage,1630902
Glandon,1224817
Glanes,972444
Glanges,1905228
Glannes,159064
Glanon,1673303
Glanville,2248394
Glatens,1497882
Glatigny,1083687
Glatigny,1884488
Glatigny,2715798
Glay,233933
Gleizé,905776
Glénac,2235938
Glénat,502419
Glénay,2727100
Glénic,2243419
Glennes,1481231
Glénouze,716856
Glère,2623100
Glicourt,770619
Glisolles,2794267
Glisy,778710
Glomel,1880183
Glonville,2609784
Glorianes,224327
Glos,1099012
Glos-la-Ferrière,820977
Glos-sur-Risle,1797097
Gluiras,654964
Glun,2703152
Glux-en-Glenne,1082240
Goas,2335120
Godenvillers,1219994
Goderville,2213430
Godewaersvelde,1675610
Godisson,449721
Godoncourt,1435014
Gœrlingen,1905585
Gœrsdorf,2226737
Goès,840338
Goetzenbruck,801059
Gœulzin,1227398
Gogney,1374635
Gognies-Chaussée,683918
Gohory,1572641
Goin,1638871
Goincourt,1375048
Golancourt,168791
Golbey,2257887
Goldbach-Altenbach,2238590
Golfech,1339286
Golinhac,1510024
Golleville,2299523
Gombergean,1590859
Gomelange,1516103
Gomené,1303656
Gomer,2004336
Gometz-la-Ville,2550750
Gometz-le-Châtel,1042224
Gomiécourt,382265
Gommecourt,969240
Gommecourt,1228541
Gommegnies,626981
Gommenec'h,1201111
Gommersdorf,427419
Gommerville,59856
Gommerville,510162
Gomméville,214336
Gomont,2347710
Goncelin,1981209
Goncourt,2075102
Gond-Pontouvre,732584
Gondecourt,651726
Gondenans-les-Moulins,2550684
Gondenans-Montby,2583403
Gondeville,2306987
Gondrecourt-Aix,937469
Gondrecourt-le-Château,424793
Gondreville,1337372
Gondreville,1166529
Gondreville,1277388
Gondrexange,467510
Gondrexon,1340788
Gondrin,359563
Gonesse,847679
Gonez,2742260
Gonfaron,1156576
Gonfreville,1214462
Gonfreville-Caillot,2305749
Gonfreville-l'Orcher,1258635
Gonnehem,2118919
Gonnelieu,2249909
Gonnetot,2580137
Gonneville,422566
Gonneville-en-Auge,2566338
Gonneville-la-Mallet,2072864
Gonneville-sur-Honfleur,799213
Gonneville-sur-Mer,2171246
Gonneville-sur-Scie,1899996
Gonsans,259150
Gontaud-de-Nogaret,2292158
Gonzeville,330726
Goos,2602593
Gorbio,1209505
Gorcy,2782522
Gordes,2558796
Gorenflos,2784744
Gorges,939374
Gorges,1200154
Gorges,1647798
Gorhey,2267803
Gornac,711378
Gorniès,840970
Gorre,767150
Gorrevod,2619237
Gorron,899950
Gorses,394347
Gorze,1698264
Gosnay,1345095
Gosné,489512
Gosselming,825482
Gotein-Libarrenx,2138947
Gottenhouse,2448728
Gottesheim,1686916
Gouaix,1124158
Goualade,821665
Gouarec,406709
Gouaux,1280955
Gouaux-de-Larboust,890364
Gouaux-de-Luchon,586615
Gouberville,1122905
Gouchaupre,1928810
Goudargues,2097447
Goudelancourt-lès-Berrieux,1111409
Goudelancourt-lès-Pierrepont,1988350
Goudelin,2644169
Goudet,1282687
Goudex,1196929
Goudon,2026651
Goudourville,2544499
Gouesnach,732063
Gouesnou,16724
Gouex,315096
Gouézec,2143093
Gougenheim,2059428
Gouhelans,186148
Gouhenans,2044858
Gouillons,72272
Gouise,401257
Goujounac,192175
Goulet,1139275
Goulien,1571325
Goulier,175118
Goulles,1649711
Gouloux,2535549
Goult,2709251
Goulven,683023
Goumois,355738
Goupillières,1779460
Goupillières,1103527
Goupillières,563190
Goupillières,1793267
Gouraincourt,2230577
Gourbera,94742
Gourbesville,1886599
Gourbit,1188415
Gourchelles,1545234
Gourdan-Polignan,223134
Gourdièges,1306111
Gourdon,2235011
Gourdon,318975
Gourdon,759169
Gourdon,1478289
Gourdon-Murat,2748799
Gourfaleur,1672977
Gourgançon,2024390
Gourgé,2456995
Gourgeon,2708674
Gourgue,232406
Gourhel,2529047
Gourin,1451954
Gourlizon,1013943
Gournay,2240269
Gournay-en-Bray,171667
Gournay-le-Guérin,1258363
Gournay-Loizé,819529
Gournay-sur-Aronde,996573
Gournay-sur-Marne,2386172
Gours,2724957
Gourvieille,155136
Gourville,1314289
Gourvillette,685729
Goussaincourt,1353997
Goussainville,692748
Goussainville,2313145
Goussancourt,1700578
Gousse,1965604
Goussonville,1158606
Goustranville,353133
Gout-Rossignol,2447101
Goutevernisse,1882230
Goutrens,2165662
Gouts,1607003
Gouttières,209569
Gouttières,132228
Goutz,1136000
Gouvernes,2217172
Gouves,977087
Gouvets,1344700
Gouvieux,1126497
Gouville,770207
Gouville-sur-Mer,712992
Gouvix,1759225
Goux,67736
Goux-lès-Dambelin,1946259
Goux-les-Usiers,1214046
Goux-sous-Landet,2740929
Gouy,1499466
Gouy,577293
Gouy-en-Artois,650184
Gouy-en-Ternois,1481645
Gouy-les-Groseillers,1237119
Gouy-Saint-André,1426506
Gouy-Servins,67563
Gouy-sous-Bellonne,1234012
Gouzangrez,648120
Gouzeaucourt,1087009
Gouzens,825225
Gouzon,855745
Goven,189152
Goviller,927276
Goxwiller,1025866
Goyencourt,887262
Goyrans,2010854
Grabels,1194379
Graçay,1123728
Grâce-Uzel,667839
Grâces,1284146
Gradignan,843953
Graffigny-Chemin,1879116
Gragnague,1838796
Graignes,1799562
Grailhen,788981
Graimbouville,1117149
Graincourt-lès-Havrincourt,920041
Grainville,1456450
Grainville-la-Teinturière,683662
Grainville-Langannerie,404696
Grainville-sur-Odon,572275
Grainville-sur-Ry,931534
Grainville-Ymauville,88722
Graissac,398015
Graissessac,1305023
Graix,1614997
Gramat,1540400
Gramazie,788288
Grambois,392205
Grammond,428618
Grammont,28712
Gramond,1295506
Gramont,1513103
Granace,346266
Grancey-le-Château-Neuvelle,2152965
Grancey-sur-Ource,384629
Grand,2166646
Grand-Auverné,2223553
Grand-Brassac,2087737
Grand-Camp,915595
Grand-Camp,1414708
Grand-Champ,1778452
Grand-Charmont,837624
Grand-Corent,1411684
Grand-Couronne,1949458
Grand-Failly,1090198
Grand-Fayt,671059
Grand-Fort-Philippe,2760511
Grand-Fougeray,1348241
Grand-Laviers,931898
Grand-Rozoy,1668370
Grand-Rullecourt,1347521
Grand-Vabre,248277
Grand-Verly,461788
Grand'Combe-Châteleu,899116
Grand'Combe-des-Bois,286947
Grand'Landes,2465590
Grandcamp-Maisy,1364569
Grandchain,1092466
Grandchamp,2256627
Grandchamp,1877358
Grandchamp,1796064
Grandchamp,1070414
Grandchamp,472566
Grandchamp-le-Château,238097
Grandchamps-des-Fontaines,300135
Grandcourt,100077
Grandcourt,2019587
Grande-Rivière,253324
Grande-Synthe,1347594
Grandecourt,1021981
Grandeyrolles,2585938
Grandfontaine,2759227
Grandfontaine,700451
Grandfontaine-sur-Creuse,1833866
Grandfresnoy,380665
Grandham,2037978
Grandjean,1643910
Grandlup-et-Fay,542985
Grandpré,2069792
Grandpuits-Bailly-Carrois,350468
Grandrieu,295452
Grandrieux,672557
Grandrif,1049840
Grandris,198557
Grandrû,2335623
Grandrupt,2660086
Grandrupt-de-Bains,1280301
Grandsaigne,1957285
Grandval,842835
Grandvals,1502046
Grandvaux,1134632
Grandvelle-et-le-Perrenot,2093677
Grandvillars,725840
Grandville,659104
Grandvillers,332689
Grandvillers-aux-Bois,1427102
Grandvilliers,1836981
Grandvilliers,1680367
Grane,691881
Granès,2392326
Grange-de-Vaivre,2476314
Grangermont,2590481
Granges,535779
Granges-d'Ans,18942
Granges-la-Ville,917769
Granges-le-Bourg,2226185
Granges-les-Beaumont,606850
Granges-Narboz,369502
Granges-sur-Aube,2658130
Granges-sur-Baume,1921166
Granges-sur-Lot,156337
Granges-sur-Vologne,2089743
Grangues,1720238
Granier,2061250
Granieu,853096
Grans,1506059
Granville,1333567
Granzay-Gript,1650753
Gras,2648898
Grassac,1350636
Grasse,1771254
Grassendorf,617925
Grateloup-Saint-Gayrand,1577600
Gratens,1125192
Gratentour,2294736
Gratibus,2017223
Gratot,626582
Gratreuil,370644
Grattepanche,2584546
Grattery,840022
Graulhet,2314138
Grauves,1919571
Graval,1609805
Gravelines,1219495
Gravelotte,2008365
Graveron-Sémerville,2735583
Graves-Saint-Amant,2794565
Graveson,181126
Gravières,550693
Gravigny,1092586
Gravon,966832
Gray,347217
Gray-la-Ville,785869
Grayan-et-l'Hôpital,1249514
Graye-et-Charnay,1831210
Graye-sur-Mer,2486010
Grayssas,2220074
Grazac,786379
Grazac,505715
Grazac,1400149
Grazay,1114183
Gréalou,2436223
Gréasque,1609645
Grébault-Mesnil,884555
Grécourt,1217319
Gredisans,761061
Gréez-sur-Roc,544641
Greffeil,104690
Grèges,1458310
Grémecey,1022377
Grémévillers,1550110
Gremilly,1209123
Grémonville,1280717
Grenade,869830
Grenade-sur-l'Adour,1786387
Grenant,2651470
Grenant-lès-Sombernon,1746620
Grenay,480570
Grenay,1078477
Grendelbruch,2516797
Greneville-en-Beauce,503898
Grenier-Montgon,2011058
Gréning,663089
Grenoble,839592
Grenois,1657932
Grentheville,2770338
Grentzingen,2756751
Greny,407957
Gréolières,1393622
Gréoux-les-Bains,1631654
Grépiac,1664721
Grésigny-Sainte-Reine,969735
Gresin,1497919
Gresse-en-Vercors,6075
Gressey,1988103
Gresswiller,2465487
Gressy,217710
Grésy-sur-Aix,6816
Grésy-sur-Isère,492929
Gretz-Armainvilliers,1661789
Greucourt,1550932
Greuville,689154
Greux,1887574
Gréville-Hague,2220746
Grévillers,1631894
Grevilly,1269583
Grez,894790
Grez-en-Bouère,1605243
Grez-Neuville,733162
Grez-sur-Loing,2551006
Grézac,1584596
Grézels,2117224
Grèzes,2311896
Grèzes,2715687
Grèzes,1581915
Grèzes,2155592
Grézet-Cavagnan,502251
Grézian,2615725
Grézieu-la-Varenne,1545547
Grézieu-le-Marché,1000349
Grézieux-le-Fromental,1115321
Grézillac,932310
Grézillé,1603674
Grézolles,1955518
Gricourt,954383
Grièges,1566074
Gries,2691767
